imdbid,bech-title,bech-rating,imdb-Title,imdb-Year,key
3104818,"Like Sunday, Like Rain",3,"Like Sunday, Like Rain",2014,likesun14rain
2339741,"Woman in Black 2: Angel of Death, The",3,The Woman in Black 2: Angel of Death,2014,womanin14eath
2170593,St. Vincent,3,St. Vincent,2014,st.vinc14cent
2870808,Life Partners,3,Life Partners,2014,lifepar14ners
2784678,Top Five,3,Top Five,2014,topfive14five
2398249,They Came Together,3,They Came Together,2014,theycam14ther
2261331,Black Sea,0,Black Sea,2014,blackse14ksea
1661820,Cut Bank,3,Cut Bank,2014,cutbank14bank
2179136,American Sniper,1,American Sniper,2014,america14iper
365907,A Walk Among the Tombstones,1,A Walk Among the Tombstones,2014,walkamo14ones
3812402,How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,3,How to Steal a Dog,2014,gae-leu14beob
2316801,La belle et la bete,3,Beauty and the Beast,2014,labelle14bete
3328716,Paper Planes,1,Paper Planes,2014,paperpl14nesi
3983072,Ein Geschenk der Gotter,3,Ein Geschenk der Götter,2014,eingesc14tter
3483194,Tu Dors Nicole,3,Tu Dors Nicole,2014,tudorsn14cole
2088003,Big Game,0,Big Game,2014,biggame14game
2473682,Paranormal Activity: The Marked Ones,2,Paranormal Activity: The Marked Ones,2014,paranor14ones
3416742,What We Do in the Shadows,1,What We Do in the Shadows,2014,whatwed14dows
1646971,How to Train Your Dragon 2,1,How to Train Your Dragon 2,2014,howtotr14gon2
3074694,Flowers in the Attic,3,Flowers in the Attic,2014,#N/A
2975578,"Purge: Anarchy, The",3,The Purge: Anarchy,2014,purge:a14rchy
2294449,22 Jump St,2,22 Jump Street,2014,22jumps14reet
1840309,Divergent,3,Divergent,2014,diverge14gent
3307774,Alpha House,2,Alpha House,2014,#N/A
2357291,Rio 2,3,Rio 2,2014,rio214rio2
1924435,Let's Be Cops,0,Let's Be Cops,2014,let'sbe14cops
1959490,Noah,3,Noah,2014,noah14noah
1355630,If I Stay,3,If I Stay,2014,ifistay14stay
3992752,Women Aren't Funny,3,Women Aren't Funny,2014,womenar14unny
3504048,Housebound,3,Housebound,2014,housebo14ound
1600196,"Drop, The",1,The Drop,2014,drop14drop
2717860,"Riot Club, The",1,The Riot Club,2014,riotclu14club
3152098,Mega Shark vs. Mecha Shark,3,Mega Shark vs. Mecha Shark,2014,megasha14hark
2223990,Draft Day,2,Draft Day,2014,draftda14dayi
3638604,Hard Corner: Le Film,1,Hard Corner: Le Film,2014,hardcor14film
3457342,Nosferatu In Love,0,Nosferatu in Love,2014,#N/A
831387,Godzilla,2,Godzilla,2014,godzill14illa
1686821,Vampire Academy,3,Vampire Academy,2014,vampire14demy
2004420,Neighbors,3,Neighbors,2014,neighbo14orsi
1976000,"Two Faces of January, The",3,The Two Faces of January,2014,twoface14uary
2832470,Dead Snow 2,3,Dead Snow 2: Red vs. Dead,2014,#N/A
1877832,X-Men: Days of Future Past,1,X-Men: Days of Future Past,2014,x-men:d14past
3186838,Fields of the Dead,3,Fields of the Dead,2014,fieldso14dead
2095649,Grace of Monaco,3,Grace of Monaco,2014,graceof14naco
2212008,"Bag Man, The",1,The Bag Man,2014,bagman05gman
3504064,Barbie: The Pearl Princess,3,Barbie: The Pearl Princess,2014,#N/A
2412568,Ragamuffin,2,Ragamuffin,2014,ragamuf14ffin
3529198,My Little Pony: Equestria Girls - Rainbow Rocks,3,My Little Pony: Equestria Girls - Rainbow Rocks,2014,mylittl14ocks
2582802,Whiplash,1,Whiplash,2014,whiplas14lash
3097204,"Inbetweeners 2, The",1,The Inbetweeners 2,2014,inbetwe14ers2
2752688,Rosewater,1,Rosewater,2014,rosewat14ater
1726592,Before I Go to Sleep,3,Before I Go to Sleep,2014,beforei14leep
2034031,Laggies,3,Laggies,2014,laggies14gies
3138192,Mostly Ghostly: Have You Met My Ghoulfriend?,3,Mostly Ghostly: Have You Met My Ghoulfriend?,2014,#N/A
1698641,"Alexander and the Terrible, Horrible, No Good Very Bad Day",3,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,alexand14dday
3655522,Girlhood,3,Girlhood,2014,girlhoo03hood
3971202,Le Paradis,0,Paradise,2014,leparad14adis
1978532,Someone Marry Barry,2,Someone Marry Barry,2014,someone14arry
2396721,"Scribbler, The",3,The Scribbler,2014,scribbl14leri
3145220,Hits,3,Hits,2014,hits14hits
2965412,Comet,1,Comet,2014,comet14omet
2911666,John Wick,1,John Wick,2014,johnwic14wick
3565264,Thegidi,2,Thegidi,2014,thegidi14gidi
2245084,Big Hero 6,3,Big Hero 6,2014,bighero14ero6
2235108,Dear White People,3,Dear White People,2014,dearwhi14ople
443465,Before We Go,3,Before We Go,2014,beforew14egoi
1791528,Inherent Vice,1,Inherent Vice,2014,inheren14vice
1951265,"Hunger Games: Mockingjay - Part 1, The",3,The Hunger Games: Mockingjay - Part 1,2014,hungerg14art1
4044364,Citizenfour,1,Citizenfour,2014,citizen14four
3398268,Omoide no Mani (When Marnie Was There),3,When Marnie Was There,2014,omoiden14mani
2870756,Magic in the Moonlight,3,Magic in the Moonlight,2014,magicin14ight
1791682,While We're Young,3,While We're Young,2014,whilewe14oung
1020072,Selma,3,Selma,2014,selma14elma
1371150,This Is Where I Leave You,2,This Is Where I Leave You,2014,thisisw14eyou
1204977,Ouija,3,Ouija,2014,ouija03uija
2199436,Sadilishteto,1,The Judgment,2014,sadilis14teto
2818178,Nar dyrene drommer,1,When Animals Dream,2014,nardyre14mmer
4150316,Frozen in Time,0,Frozen in Time,2014,frozeni14time
1109624,Paddington,3,Paddington,2014,padding14gton
2788710,"Interview, The",1,The Interview,2014,intervi13iewi
2473794,Mr. Turner,1,Mr. Turner,2014,mr.turn14rner
3717068,Court,1,Court,2014,court14ourt
1809398,Unbroken,0,Unbroken,2014,unbroke14keni
3003800,Amour fou,2,Amour fou,2014,amourfo14rfou
2238050,White Bird in a Blizzard,3,White Bird in a Blizzard,2014,whitebi14zard
3569356,Not Cool,3,Not Cool,2014,notcool14olii
1198156,You're Not You,3,You're Not You,2014,you'ren14tyou
3120408,Tinker Bell and the Legend of the NeverBeast,3,Tinker Bell and the Legend of the NeverBeast,2014,#N/A
2929690,Margarita with a Straw,3,Margarita with a Straw,2014,margari14traw
3720788,"Disappearance of Eleanor Rigby: Her, The",3,The Disappearance of Eleanor Rigby: Her,2013,disappe13:her
1605798,Effie Gray,3,Effie Gray,2014,effiegr14gray
2937898,A Most Violent Year,3,A Most Violent Year,2014,mostvio14year
2490326,Cooties,1,Cooties,2014,cooties14ties
3904770,Ventos de Agosto,3,August Winds,2014,ventosd14osto
455944,"Equalizer, The",1,The Equalizer,2014,equaliz14izer
3479316,Parallels,3,Parallels,2015,paralle15elsi
3713166,Unfriended,3,Unfriended,2014,unfrien14nded
3089326,Magical Girl,3,Magical Girl,2014,magical14girl
3013588,Avis de mistral,3,Avis de mistral,2014,avisdem14tral
2872724,Out of the Dark,3,Out of the Dark,2014,outofth14dark
1418377,"I, Frankenstein",1,"I, Frankenstein",2014,"i,frank14tein"
2103254,Tammy,3,Tammy,2014,tammy14ammy
1742334,Sabotage,3,Sabotage,2014,sabotag14tage
3560546,Dead Girls,3,Dead Girls,2014,deadgir14lsii
2872732,Lucy,3,Lucy,2014,lucy06lucy
3528906,Our RoboCop Remake,3,Our RoboCop Remake,2014,ourrobo14make
2800240,Qu'est-ce qu'on a fait au Bon Dieu?,3,Serial (Bad) Weddings,2014,qu'est-14ieu?
3469518,Alles Inklusive,3,Alles inklusive,2014,allesin14sive
2751390,Life Of Riley,2,Life of Riley,2014,#N/A
2369135,Need for Speed,1,Need for Speed,2014,needfor14peed
1626146,Hector and the Search for Happiness,1,Hector and the Search for Happiness,2014,hectora14ness
2333784,"Expendables 3, The",0,The Expendables 3,2014,expenda14les3
2247476,When the Game Stands Tall,1,When the Game Stands Tall,2014,whenthe14tall
1843866,Captain America: The Winter Soldier,3,Captain America: The Winter Soldier,2014,captain14dier
1972571,A Most Wanted Man,2,A Most Wanted Man,2014,mostwan14dman
458481,Sin City: A Dame to Kill For,1,Sin City: A Dame to Kill For,2014,sincity14lfor
2473602,Get On Up,2,Get on Up,2014,getonup14onup
2402157,"November Man, The",1,The November Man,2014,novembe14rman
2870612,As Above So Below,3,"As Above, So Below",2014,asabove14elow
3014666,Moms' Night Out,3,Moms' Night Out,2014,moms'ni14tout
2800038,Atlas Shrugged: Who Is John Galt?,3,Atlas Shrugged: Who Is John Galt?,2014,atlassh14alt?
2231489,Saint Seiya: Legend of Sanctuary,2,Saint Seiya: Legend of Sanctuary,2014,seintos14uary
2141751,God Help the Girl,3,God Help the Girl,2014,godhelp14girl
1441395,Under the Skin,0,Under the Skin,2013,underth13kini
2209764,Transcendence,1,Transcendence,2014,transce12ncei
2618500,Lugen,3,Lügen und andere Wahrheiten,2014,lügenun14iten
2355495,Barefoot,3,Barefoot,2014,barefoo14ooti
2707858,Yves Saint Laurent,2,Yves Saint Laurent,2014,yvessai14rent
1043726,"Legend of Hercules, The",2,The Legend of Hercules,2014,legendo14ules
1872181,Amazing Spider-Man 2,1,The Amazing Spider-Man 2,2014,amazing14man2
1205537,Jack Ryan: Shadow Recruit,1,Jack Ryan: Shadow Recruit,2014,jackrya14ruit
2404181,Belle,3,Belle,2013,belle13elle
2483260,"Pirate Fairy, The",3,The Pirate Fairy,2014,#N/A
2463288,Walk of Shame,3,Walk of Shame,2014,walkofs14hame
2281587,Muppets Most Wanted,1,Muppets Most Wanted,2014,muppets14nted
2883512,Chef,1,Chef,2014,chef14chef
2177771,"Monuments Men, The",0,The Monuments Men,2014,monumen14smen
1587310,Maleficent,3,Maleficent,2014,malefic14cent
1234721,Robocop,2,RoboCop,2014,robocop14ocop
1571249,"Skeleton Twins, The",3,The Skeleton Twins,2014,skeleto14wins
3515892,"Pa Boys, The",2,The Pa Boys,2014,paboys14boys
2267998,Gone Girl,3,Gone Girl,2014,gonegir14girl
1126590,Big Eyes,3,Big Eyes,2014,bigeyes14esii
2106529,Lust for Love,3,Lust for Love,2014,lustfor14love
2535470,Wyrmwood: Road of the Dead,3,Wyrmwood: Road of the Dead,2014,wyrmwoo14wood
2011159,No Good Deed,3,No Good Deed,2014,nogoodd02deed
2397535,Predestination,3,Predestination,2014,predest14ioni
3125324,Beyond the Lights,3,Beyond the Lights,2014,beyondt14ghts
2693664,Young Ones,1,Young Ones,2014,youngon14ones
3570168,Dyke Hard,3,Dyke Hard,2014,dykehar14hard
1638002,"Love, Rosie",3,"Love, Rosie",2014,"love,ro14osie"
1872194,"Judge, The",2,The Judge,2014,judge14udge
3720802,Mange tes morts,0,Eat Your Bones,2014,mangete14oint
2844798,Feher isten,3,White God,2014,feheris14sten
2936470,Electricity,3,Electricity,2014,electri14city
3386954,"Gabby Douglas Story, The",1,The Gabby Douglas Story,2014,#N/A
1971325,Automata,1,Automata,2014,automat14atai
3499048,Gueros,2,Güeros,2014,gueros14eros
2675914,Kraftidioten,1,In Order of Disappearance,2014,krftid14oten
2908856,My Old Lady,3,My Old Lady,2014,myoldla14lady
2593224,In the Courtyard,3,In the Courtyard,2014,#N/A
2505294,Ask Me Anything,3,Ask Me Anything,2014,askmean14hing
3283556,Land Ho!,3,Land Ho!,2014,landho!14dho!
1100089,Foxcatcher,1,Foxcatcher,2014,foxcatc14cher
1724965,Innocence,3,Innocence,2014,innocen00ceii
3804984,Mike and I,1,Mike and I,2014,#N/A
1911658,Penguins of Madagascar,0,Penguins of Madagascar,2014,penguin14scar
3344922,Hungry Hearts,2,Hungry Hearts,2014,hungryh14arts
2933544,5 Flights Up,3,5 Flights Up,2014,5flight14tsup
3395184,Spring,0,Spring,2014,springi14ingi
2180411,Into the Woods,3,Into the Woods,2014,intothe14oods
1384925,Ardor,0,Ardor,2014,#N/A
3253930,La isla minima,2,Marshland,2014,laislam14nima
3457734,Fort Tilden,1,Fort Tilden,2014,forttil14lden
3077108,Appropriate Behavior,3,Appropriate Behaviour,2014,appropr14vior
2326554,A Girl Walks Home Alone at Night,3,A Girl Walks Home Alone at Night,2014,girlwal14ight
2123146,Angry Video Game Nerd: The Movie,3,Angry Video Game Nerd: The Movie,2014,angryvi14ovie
4056574,Agatha Raisin: The Quiche of Death,3,Agatha Raisin: The Quiche of Death,2014,#N/A
2884206,I Origins,3,I Origins,2014,iorigin14gins
3576084,Zero Motivation,3,Zero Motivation,2014,#N/A
1767372,She's Funny That Way,3,She's Funny That Way,2014,she'sfu14tway
2808680,Ei Kiitos,2,No Thank You,2014,eikiito14itos
3318220,Jongens,1,Boys,2014,#N/A
2626350,Step Up All In,2,Step Up All In,2014,stepupa14llin
3149038,A Brilliant Young Mind,1,A Brilliant Young Mind,2014,#N/A
3316960,Still Alice,3,Still Alice,2014,stillal14lice
2567038,"Frame, The",3,The Frame,2014,frame14rame
2784512,Zombeavers,3,Zombeavers,2014,zombeav14vers
3086442,"Ich seh, Ich seh",0,Goodnight Mommy,2014,ichsehi14hseh
2802144,Kingsman: The Secret Service,3,Kingsman: The Secret Service,2014,kingsma14vice
2340650,East Side Sushi,3,East Side Sushi,2014,eastsid14ushi
3294200,"Falling, The",3,The Falling,2014,falling14ling
3184934,Une nouvelle amie,2,The New Girlfriend,2014,unenouv14amie
4800178,Verden venter,3,Verden venter,2014,verdenv14nter
864835,Mr. Peabody and Sherman,1,Mr. Peabody & Sherman,2014,mr.peab14rman
2278388,"Grand Budapest Hotel, The",1,The Grand Budapest Hotel,2014,grandbu14otel
2910274,Obvious Child,3,Obvious Child,2014,obvious14hild
3175038,Ek Villain,2,Ek Villain,2014,ekvilla14lain
1980929,Begin Again,3,Begin Again,2013,beginag13aini
2234003,Calvary,2,Calvary,2014,calvary14vary
2103281,Dawn of the Planet of the Apes,1,Dawn of the Planet of the Apes,2014,dawnoft14apes
2771372,Veronica Mars,3,Veronica Mars,2014,veronic14mars
1742044,Jersey Boys,2,Jersey Boys,2014,jerseyb14boys
1267297,Hercules,2,Hercules,2014,hercule14lesi
2015381,Guardians of the Galaxy,3,Guardians of the Galaxy,2014,guardia14laxy
2106361,Into the Storm,3,Into the Storm,2014,intothe14torm
2980648,"Hundred-Foot Journey, The",3,The Hundred-Foot Journey,2014,hundred14rney
787474,"Boxtrolls, The",2,The Boxtrolls,2014,boxtrol14olls
435651,"Giver, The",3,The Giver,2014,giver14iver
458413,A Long Way Down,3,A Long Way Down,2014,longway14down
1605717,Frank,1,Frank,2014,franki07anki
2756032,"One I Love, The",3,The One I Love,2014,oneilov14love
1702014,Hoje Eu Quero Voltar Sozinho,3,The Way He Looks,2014,hojeeuq14inho
2382396,Joe,2,Joe,2013,joei13joei
3169706,Pride,3,Pride,2014,pride07ride
2172584,Maps to the Stars,3,Maps to the Stars,2014,mapstot14tars
2536428,La crème de la crème,3,Smart Ass,2014,lacrème14rème
2388715,Oculus,3,Oculus,2013,oculusi13lusi
1408253,Ride Along,0,Ride Along,2014,ridealo14long
2582846,"Fault in Our Stars, The",3,The Fault in Our Stars,2014,faultin14tars
3257692,Starving in Suburbia,3,Starving in Suburbia,2014,#N/A
2614684,'71,0,'71,2014,'7114'71
2557490,A Million Ways to Die in the West,2,A Million Ways to Die in the West,2014,million14west
3118958,Lizzie Borden Took An Ax,3,Lizzie Borden Took an Ax,2014,#N/A
1631867,Edge of Tomorrow,1,Edge of Tomorrow,2014,edgeoft14rrow
2172934,3 Days to Kill,3,3 Days to Kill,2014,3daysto14kill
1921064,Pompeii,3,Pompeii,2014,pompeii14eiii
2545186,A coup sur,2,À coup sûr,2014,àcoupsû14psûr
2024469,Non-Stop,3,Non-Stop,2014,non-sto14stop
3235888,It Follows,3,It Follows,2014,itfollo14lows
2093990,El Niño,1,El Niño,2014,elniño00niño
3322940,Annabelle,3,Annabelle,2014,annabel14llei
3572132,Ju-on: Owari no hajimari,3,Ju-on: The Beginning of the End,2014,ju-on:o14mari
3387648,"Taking of Deborah Logan, The",3,The Taking of Deborah Logan,2014,#N/A
3368814,My Father Must Die,3,Killing Daddy,2014,#N/A
3230162,Still the Water,3,Still the Water,2014,#N/A
2251281,Dark Was the Night,1,Dark Was the Night,2014,darkwas14ight
1121096,Seventh Son,3,Seventh Son,2014,seventh14soni
1679276,"Rico, Oskar und die Tieferschatten",1,The Pasta Detectives,2014,"rico,os14tten"
900387,Suite francaise,3,Suite Française,2014,suitefr14aise
3365778,Respire,3,Breathe,2014,respire10pire
1780798,Clown,3,Clown,2014,clown14lown
2262227,"Book of Life, The",3,The Book of Life,2014,bookofl14life
2713180,Fury,1,Fury,2014,fury14fury
2955096,Happy Christmas,3,Happy Christmas,2014,happych14tmas
2390237,Cuban Fury,1,Cuban Fury,2014,cubanfu14fury
3263732,Primero De Enero,3,Primero De Enero,2014,primero14nero
2872718,Nightcrawler,3,Nightcrawler,2014,nightcr14wler
3284618,Pane e burlesque,3,Pane e burlesque,2014,paneebu14sque
2474024,"Last Five Years, The",1,The Last Five Years,2014,lastfiv14ears
3832158,Der Kleine Medicus - Geheimnisvolle Mission im Korper,3,Der kleine Medicus - Geheimnisvolle Mission im Körper,2014,derklei14rper
2494384,Aloft,3,Aloft,2014,aloft14loft
4114744,Unutursam F?s?lda,2,Whisper If I Forget,2014,unuturs14ilda
2084970,"Imitation Game, The",2,The Imitation Game,2014,imitati14game
2465140,"Single Moms Club, The",3,The Single Moms Club,2014,singlem14club
3334794,About a Girl,3,About a Girl,2014,aboutag14girl
2305051,Wild,3,Wild,2014,wildi14ildi
3139086,Batman: Assault on Arkham,3,Batman: Assault on Arkham,2014,#N/A
3748076,"Damned Thing, The",1,The Damned Thing,2014,damnedt14ngii
4211680,I Call It Love,0,I Call It Love,2014,#N/A
1823664,Annie,3,Annie,2014,annie14nnie
3612616,Mommy,3,Mommy,2014,mommyi14mmyi
2321549,"Babadook, The",3,The Babadook,2014,babadoo14dook
3062976,Learning to Drive,3,Learning to Drive,2014,learning14rive
1528100,Exodus: Gods and Kings,2,Exodus: Gods and Kings,2014,exodus:14ings
4299406,A Noite da Virada,3,Last Night,2014,noiteda14rada
1969062,Infinitely Polar Bear,3,Infinitely Polar Bear,2014,infinit14bear
1361318,Good People,3,Good People,2014,goodpeo14ople
2494280,Stretch,1,Stretch,2014,stretch14etch
2737050,"Two Days, One NIght",3,"Two Days, One Night",2014,#N/A
3696086,Golden Era,2,The Golden Era,2014,#N/A
1552224,Outcast,3,Outcast,2014,outcast10cast
1791681,Treehouse,3,Treehouse,2014,treehou14ouse
3529612,River of Fundament,3,River of Fundament,2014,riverof14ment
2436386,Project Almanac,3,Project Almanac,2015,project15anac
2645188,"Quiet Hour, The",3,The Quiet Hour,2014,quietho14hour
1684226,"Normal Heart, The",1,The Normal Heart,2014,#N/A
3546114,Anatomy of a Love Seen,3,Anatomy of a Love Seen,2014,anatomy14seen
3661798,Dohee-ya,3,A Girl at My Door,2014,dohee-y14e-ya
3442006,Cake,3,Cake,2014,cakei05akei
3139072,Son of Batman,2,Son of Batman,2014,#N/A
3729920,"Disappearance of Eleanor Rigby: Them, The",3,The Disappearance of Eleanor Rigby: Them,2014,disappe14them
1706598,Every Secret Thing,3,Every Secret Thing,2014,everyse14hing
2274604,Eat with Me,3,Eat with Me,2014,eatwith14thme
1837709,Winter's Tale,3,Winter's Tale,2014,winter'14tale
1800246,That Awkward Moment,3,That Awkward Moment,2014,thatawk14ment
3421270,Asian School Girls,3,Asian School Girls,2014,#N/A
2109248,Transformers: Age of Extinction,3,Transformers: Age of Extinction,2014,transfo14tion
1253863,300: Rise of an Empire,1,300: Rise of an Empire,2014,300:ris14pire
3777462,Wir sind die Neuen,3,Wir sind die Neuen,2014,wirsind14euen
3322420,Queen,3,Queen,2013,queen13ueen
2761578,Wicked Blood,3,Wicked Blood,2014,#N/A
1086772,Blended,3,Blended,2014,blended14nded
2980706,Planes: Fire & Rescue,1,Planes: Fire & Rescue,2014,planes:14scue
3110960,Jimmy's Hall,1,Jimmy's Hall,2014,jimmy's14hall
1291150,Teenage Mutant Ninja Turtles,3,Teenage Mutant Ninja Turtles,2014,teenage14tles
2528814,God's Not Dead,3,God's Not Dead,2014,god'sno14dead
1621046,Cesar Chavez,3,Cesar Chavez,2014,cesarch14avez
3097084,Camp Takota,3,Camp Takota,2014,camptak14kota
2287861,Lies I Told My Little Sister,3,Lies I Told My Little Sister,2014,liesito14ster
2835536,"Quiet Roar, The",3,The Quiet Roar,2014,quietro14roar
1647668,Million Dollar Arm,1,Million Dollar Arm,2014,million14rarm
1790864,"Maze Runner, The",1,The Maze Runner,2014,mazerun14nner
2203939,"Other Woman, The",3,The Other Woman,2014,otherwo14oman
1430612,Brick Mansions,3,Brick Mansions,2014,brickma14ions
1490017,"Lego Movie, The",3,The Lego Movie,2014,legomov14ovie
2199543,Praia do Futuro,1,Futuro Beach,2014,praiado14turo
1065073,Boyhood,3,Boyhood,2014,boyhood14oodi
2461126,"Something, Anything",3,"Something, Anything",2014,somethi14hing
1376213,"Adventurer: The Curse of the Midas Box, The",1,The Adventurer: The Curse of the Midas Box,2013,adventu13sbox
2345737,"Rover, The",0,The Rover,2014,rover14over
2908446,Insurgent,3,Insurgent,2015,insurge15gent
2097331,Family Fang,3,The Family Fang,2015,familyf15fang
2918436,"Lazarus Effect, The",3,The Lazarus Effect,2015,lazarus15fect
2710826,AfterDeath,3,AfterDeath,2015,afterde15eath
2820852,Furious 7,3,Furious 7,2015,#N/A
2719848,Everest,2,Everest,2015,everest15rest
2210769,"Liza, the fox fairy",3,Liza the Fox-Fairy,2015,#N/A
3766394,"Hello, My Name Is Doris",3,"Hello, My Name Is Doris",2015,"hello,m15oris"
2402927,Carol,3,Carol,2015,carol15arol
1663202,"Revenant, The",0,The Revenant,2015,revenan15nant
2395427,Avengers: Age of Ultron,3,Avengers: Age of Ultron,2015,avenger15tron
3170832,Room,3,Room,2015,roomi05oomi
3369806,Max,3,Max,2015,max00max
4145324,Bound,3,Bound,2015,boundi15undi
2279339,Love the Coopers,3,Love the Coopers,2015,lovethe15pers
5105218,Halal Love,3,Halal Love,2015,halallo15love
1392190,Mad Max: Fury Road,3,Mad Max: Fury Road,2015,madmax:15road
787524,"Man Who Knew Infinity, The",0,The Man Who Knew Infinity,2015,manwhok15nity
3707106,By the Sea,3,By the Sea,2015,bythese15esea
4265878,Dora oder Die sexuellen Neurosen unserer Eltern,3,Dora or The Sexual Neuroses of Our Parents,2015,doraode15tern
1172049,Demolition,1,Demolition,2015,demolit15tion
3460252,"Hateful Eight, The",3,The Hateful Eight,2015,hateful15ight
2058673,Point Break,0,Point Break,2015,pointbr15reak
4858280,Stitcher,0,Stitcher,2015,stitche09hesi
4171032,World of Tomorrow,3,World of Tomorrow,2015,#N/A
2126355,San Andreas,3,San Andreas,2015,sanandr15reas
3268668,Captive,3,Captive,2015,captive08ivei
1596363,"Big Short, The",1,The Big Short,2015,bigshor15hort
2493486,Last Knights,1,Last Knights,2015,lastkni15ghts
4594834,Chi-Raq,3,Chi-Raq,2015,chi-raq15-raq
1870548,This changes everything,3,This Changes Everything,2015,thischa15hing
3303652,A Sort of Homecoming,3,A Sort of Homecoming,2015,sortofh15ming
1618442,"Last Witch Hunter, The",3,The Last Witch Hunter,2015,lastwit15nter
1441953,Testament of Youth,3,Testament of Youth,2014,testame14outh
2321502,Uncanny,0,Uncanny,2015,uncanny15anny
4069042,Anna Unbound,3,Anna Unbound,2015,annaunb15ound
1340138,Terminator Genisys,0,Terminator Genisys,2015,termina15isys
3247714,Survivor,3,Survivor,2015,survivo12ivor
3312830,Youth,1,Youth,2015,youth02outh
3715122,L'attesa,3,L'attesa,2015,l'attes15tesa
3544082,45 Years,1,45 Years,2015,45years15ears
3757648,Tempête,1,Tempête,2015,tempête15pête
3844362,"Overnight, The",3,The Overnight,2015,overnig15ight
5005684,Nil Battey Sannata,3,Nil Battey Sannata,2015,nilbatt15nata
3205376,Slow West,0,Slow West,2015,slowwes15west
4319698,Little Big Master,3,Little Big Master,2015,#N/A
2268016,Magic Mike XXL,3,Magic Mike XXL,2015,magicmi15exxl
4895704,Next Stop L.A.,3,Next Stop L.A.,2015,#N/A
2381249,Mission: Impossible - Rogue Nation,0,Mission: Impossible - Rogue Nation,2015,mission15tion
3978720,Fourth Man Out,1,4th Man Out,2015,fourthm15nout
4093680,Min lilla syster,3,My Skinny Sister,2015,minlill15ster
3623726,Ricki and the Flash,3,Ricki and the Flash,2015,rickian15lash
3236120,I'll See You in My Dreams,3,I'll See You in My Dreams,2015,i'llsee15eams
6663788,Psychosis,3,Psychosis,2015,psychos10sisi
470752,Ex Machina,1,Ex Machina,2014,exmachi14hina
2742544,Until Dawn,3,Until Dawn,2015,#N/A
3043252,Parched,3,Parched,2015,parched15ched
4191054,Strange Magic,3,Strange Magic,2015,strange15agic
4046784,Maze Runner: The Scorch Trials,3,Maze Runner: The Scorch Trials,2015,mazerun15ials
3045616,Mortdecai,1,Mortdecai,2015,mortdec15ecai
3316948,American Ultra,1,American Ultra,2015,america15ltra
1837562,A Royal Night Out,3,A Royal Night Out,2015,royalni15tout
2118624,"Final Girls, The",3,The Final Girls,2015,finalgi15irls
3620762,Anguish,3,Anguish,2015,anguish15uish
2631186,Baahubali: The Beginning,1,Baahubali: The Beginning,2015,bahubal15ning
3422078,Avril et le monde truque,3,April and the Extraordinary World,2015,avrilet15uque
790770,Miles Ahead,0,Miles Ahead,2015,milesah15head
4247740,"Three Es, The",3,The Three Es,2015,threees15eees
4298966,"Murder Pact, The",3,The Murder Pact,2015,murderp15pact
4979652,Wo shi zheng ren,0,The Witness,2015,woshizh15gren
1979388,"Good Dinosaur, The",3,The Good Dinosaur,2015,gooddin15saur
2262161,Sunset Song,3,Sunset Song,2015,sunsets15song
2910904,"Dressmaker, The",3,The Dressmaker,2015,dressma15keri
1598642,Z for Zachariah,0,Z for Zachariah,2015,zforzac15riah
3672742,Turbo Kid,1,Turbo Kid,2015,turboki15okid
2935476,Far From the Madding Crowd,3,Far from the Madding Crowd,2015,farfrom15rowd
3332064,Pan,1,Pan,2015,pan15pan
2096673,Inside Out,3,Inside Out,2015,insideo05outi
2872462,Mistres America,3,Mistress America,2015,mistres15rica
4000768,L'antiquaire,3,L'antiquaire,2015,l'antiq15aire
1964418,Tomorrowland,3,Tomorrowland,2015,tomorro15land
2639254,A Little Chaos,3,A Little Chaos,2014,littlec14haos
2446980,Joy,3,Joy,2015,joyi10joyi
1950135,Drunk Wedding,2,Drunk Wedding,2015,drunkwe15ding
2361509,"Intern, The",3,The Intern,2015,intern00tern
2848292,Pitch Perfect 2,3,Pitch Perfect 2,2015,pitchpe15ect2
1254322,"Girl King, The",3,The Girl King,2015,girlkin15king
2404425,Woman in Gold,3,Woman in Gold,2015,womanin15gold
1528854,Daddy's Home,1,Daddy's Home,2015,daddy's15home
3195644,Insidious: Chapter 3,3,Insidious: Chapter 3,2015,insidio15ter3
810819,"Danish Girl, The",3,The Danish Girl,2015,danishg15girl
4466936,"Un peu, beaucoup, aveuglement!",3,Blind Date,2015,"unpeu,b15ent!"
3058674,VANish,1,VANish,2015,vanish15nish
2006295,"33, The",3,The 33,2015,331533
3614530,Jem and the Holograms,3,Jem and the Holograms,2015,jemandt15rams
2938956,"Transporter Refueled, The",3,The Transporter Refueled,2015,transpo15eled
3877674,Maend & hons,1,Men & Chicken,2015,#N/A
4576612,Comment c'est loin,1,Comment c'est loin,2015,comment15loin
4780834,"Reason I Shop Online, The",3,The Reason I Shop Online,2015,#N/A
3430042,"Phoenix Project, The",0,The Phoenix Project,2015,phoenix15ject
3019620,Titli,0,Titli,2014,titli14itli
4226388,Victoria,0,Victoria,2015,victori06riai
2217859,Louder Than Bombs,1,Louder Than Bombs,2015,loudert15ombs
