key,title,year,opening_date,releasemonth,releaseweekday,releaseweeknumber,total_gross,adjusted_gross,nVotes,userscore,metascore,metacritic_user_score,studio,total_theaters,opening_gross,adjusted_opening_gross,opening_theaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier
titana.00a.e.,Titan A.E.,2000,6/16/00,June,Friday,24,22753426,31216671.02,51758,6.6,48,8.7,Fox,2775,9376845,12864607.1,2734,122100,Titan A.E.,2000,Titan A.E.,2000,1.371954756
boricua00bond,Boricua's Bond,2000,6/23/00,June,Friday,25,71046,97471.89762,210,3.8,21,8.4,USA,24,54289,74482.05177,24,2001100001,Boricua's Bond,2000,Boricua's Bond,2000,1.371954756
chicken00nrun,Chicken Run,2000,6/23/00,June,Friday,25,106834564,146572188.2,137981,7,88,8.2,DW,2953,17506162,24017662.22,2491,13200,Chicken Run,2000,Chicken Run,2000,1.371954756
"me,myse00rene","Me, Myself and Irene",2000,6/23/00,June,Friday,25,90570999,124259312.9,183234,6.5,49,7.3,Fox,3087,24209385,33214180.9,3019,122100,"Me, Myself & Irene",2000,"Me, Myself & Irene",2000,1.371954756
patriot00riot,The Patriot,2000,6/28/00,June,Wednesday,26,113330342,155484101.7,204510,7.1,63,6.9,Sony,3061,22413710,30750596.04,3061,12211,The Patriot,2000,The Patriot,2000,1.371954756
adventu00nkle,The Adventures of Rocky & Bullwinkle,2000,6/30/00,June,Friday,26,26005820,35678808.44,16474,4.1,36,4.8,Uni.,2482,6814270,9348870.138,2460,1111110000,The Adventures of Rocky & Bullwinkle,2000,The Adventures of Rocky & Bullwinkle,2000,1.371954756
perfect00torm,The Perfect Storm,2000,6/30/00,June,Friday,26,182618434,250544229.1,131553,6.4,59,5.7,WB,3407,41325042,56696087.93,3407,122100,The Perfect Storm,2000,The Perfect Storm,2000,1.371954756
praise98aise,Praise,2000,6/30/00,June,Friday,26,29874,40985.77639,511,6.9,79, ,Strand,2,6315,8663.894287,1,11111,Praise,2000,Praise,1998,1.371954756
trixie00ixie,Trixie,2000,6/30/00,June,Friday,26,295683,405663.6982,1285,5,26, ,Sony,27,41620,57100.75696,7,1001111000,Trixie,2000,Trixie,2000,1.371954756
allther99rage,It's the Rage,2000,7/7/00,July,Friday,27,9730,13318.21904,1593,5.6,39,7,Silv.,2,4718,6457.899016,2,121100,All the Rage,2000,All the Rage,1999,1.368778935
buti'ma99ader,But I'm a Cheerleader,2000,7/7/00,July,Friday,27,2205627,3019015.776,19600,6.6,39,8.2,Lions,115,60410,82687.93547,4,12101,But I'm a Cheerleader,2000,But I'm a Cheerleader,1999,1.368778935
kid00kid,Disney's The Kid,2000,7/7/00,July,Friday,27,69691949,95392871.74,34094,6.1,45,6.3,BV,2343,12687726,17366692.08,2167,122100,The Kid,2000,The Kid,2000,1.368778935
scarymo00ovie,Scary Movie,2000,7/7/00,July,Friday,27,157019771,214925355,184394,6.2,48,3.9,Mira.,3301,42346669,57963228.5,2912,122100,Scary Movie,2000,Scary Movie,2000,1.368778935
xizao99izao,Shower,2000,7/7/00,July,Friday,27,1157764,1584722.975,3412,7.5,74, ,Sony,46,40125,54922.25477,6,2311,Shower,2000,Xizao,1999,1.368778935
chuck&b00buck,Chuck & Buck,2000,7/14/00,July,Friday,28,1055671,1444980.227,4644,6.6,76,7.4,Art.,46,72831,99689.53863,7,12110,Chuck & Buck,2000,Chuck & Buck,2000,1.368778935
fivesen99nses,The Five Senses,2000,7/14/00,July,Friday,28,497091,680407.6897,2778,6.8,56,7,FL,39,26653,36482.06496,2,12210,The Five Senses,2000,The Five Senses,1999,1.368778935
shadowh00ours,Shadow Hours,2000,7/14/00,July,Friday,28,38181,52261.34852,730,5.9,26,8.3,CanW,7,14392,19699.46644,7,111101,Shadow Hours,2000,Shadow Hours,2000,1.368778935
wisdomo98iles,The Wisdom of Crocodiles,2000,7/14/00,July,Friday,28,25648,35106.44213,4976,6.3,58,7.1,Mira.,1,10281,14072.41623,1,122100,The Wisdom of Crocodiles,2000,The Wisdom of Crocodiles,1998,1.368778935
x-men00-men,X-Men,2000,7/14/00,July,Friday,28,157299717,215308539.1,439807,7.4,64,7.9,Fox,3112,54471475,74559407.55,3025,13310,X-Men,2000,X-Men,2000,1.368778935
aliceet98rtin,Alice et Martin,2000,7/21/00,July,Friday,29,500896,685615.8935,1479,6.4,68,6.5,USA,20,51294,70210.1467,8,122100,Alice et Martin,2000,Alice et Martin,1998,1.368778935
benjami00moke,Benjamin Smoke,2000,7/21/00,July,Friday,29,37111,50796.75506,188,7.5,71, ,Cow.,2,6183,8463.160156,1,1113,Benjamin Smoke,2000,Benjamin Smoke,2000,1.368778935
eyesoft00faye,The Eyes of Tammy Faye,2000,7/21/00,July,Friday,29,1029591,1409282.473,1327,7.2,69, ,Lions,51,46111,63115.76548,9,13210,The Eyes of Tammy Faye,2000,The Eyes of Tammy Faye,2000,1.368778935
gekijob99utan,Pokemon: The Movie 2000,2000,7/21/00,July,Friday,29,43758684,59895964.89,14818,5.9,28,7,WB,2752,19575608,26794679.87,2752,111001,Pokémon: The Movie 2000,2000,Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan,1999,1.368778935
incrowd00rowd,The In Crowd,2000,7/21/00,July,Friday,29,5280035,7227200.685,3646,4.6,14,1,WB,1357,1505551,2060766.495,1357,11110000,The In Crowd,2000,The In Crowd,2000,1.368778935
loser00oser,Loser,2000,7/21/00,July,Friday,29,15618626,21378446.27,22849,5.3,35,8.7,Sony,2016,6008611,8224460.167,2016,1221000,Loser,2000,Loser,2000,1.368778935
whatlie00eath,What Lies Beneath,2000,7/21/00,July,Friday,29,155464351,212796328.8,97371,6.6,51,6.9,DW,2925,29702959,40656784.59,2813,123100,What Lies Beneath,2000,What Lies Beneath,2000,1.368778935
thomasa00road,Thomas and the Magic Railroad,2000,7/26/00,July,Wednesday,30,15933506,21809447.38,2800,3.6,19,6.4,Dest.,2110,4154932,5687183.399,2016,2110000001,Thomas and the Magic Railroad,2000,Thomas and the Magic Railroad,2000,1.368778935
badmara99bord,The Wind Will Carry Us,2000,7/28/00,July,Friday,30,259510,355211.8215,5096,7.6,86,7.6,NYer,2,21417,29315.13845,2,12211,The Wind Will Carry Us,2000,Bad ma ra khahad bord,1999,1.368778935
lafille99pont,The Girl on the Bridge,2000,7/28/00,July,Friday,30,1708839,2339022.827,10757,7.7,75,7.6,ParC,48,66567,91115.50738,6,2211,Girl on the Bridge,2000,La fille sur le pont,1999,1.368778935
nuttypr00umps,The Nutty Professor II: The Klumps,2000,7/28/00,July,Friday,30,123309890,168783979.9,38884,4.3,38,5.9,Uni.,3251,42518830,58198878.85,3242,12210000,Nutty Professor II: The Klumps,2000,Nutty Professor II: The Klumps,2000,1.368778935
wonderl99land,Wonderland [2000],2000,7/28/00,July,Friday,30,414254,567022.149,3547,7.2,71,8.4,USA,25,38947,53309.83319,4,12211,Wonderland,2000,Wonderland,1999,1.368778935
betterl98ving,Better Living,2000,8/4/00,August,Friday,31,2147,2938.768374,89,4.6,21, ,Cow.,2, , , ,1101010000,Better Living,2000,Better Living,1998,1.368778935
coyoteu00ugly,Coyote Ugly,2000,8/4/00,August,Friday,31,60786269,83202964.56,89481,5.6,27,5.9,BV,2664,17319282,23706268.37,2653,121000,Coyote Ugly,2000,Coyote Ugly,2000,1.368778935
hollowm00wman,Hollow Man,2000,8/4/00,August,Friday,31,73209340,100207402.5,100402,5.7,24,2.1,Sony,2956,26414386,36155455.14,2956,1221000,Hollow Man,2000,Hollow Man,2000,1.368778935
i'mtheo00want,I'm the One That I Want,2000,8/4/00,August,Friday,31,1210967,1657546.121,1071,7.5,81,7.1,Cho,8,33671,46088.15553,2,1112,I'm the One That I Want,2000,I'm the One That I Want,2000,1.368778935
madabou00ambo,Mad About Mambo,2000,8/4/00,August,Friday,31,65283,89357.99523,1660,6,41,8.6,USA,51,32432,44392.23843,51,121100,Mad About Mambo,2000,Mad About Mambo,2000,1.368778935
psychob00arty,Psycho Beach Party,2000,8/4/00,August,Friday,31,268117,366992.9018,4549,6.3,42,8.7,Strand,11, , , ,11101,Psycho Beach Party,2000,Psycho Beach Party,2000,1.368778935
savingg00race,Saving Grace,2000,8/4/00,August,Friday,31,12178602,16669813.88,15206,6.9,62,7.7,FL,875,287452,393458.2425,30,13200,Saving Grace,2000,Saving Grace,2000,1.368778935
spaceco00boys,Space Cowboys,2000,8/4/00,August,Friday,31,90464773,123826275.7,59348,6.4,73,6.2,WB,2835,18093776,24766379.45,2805,123100,Space Cowboys,2000,Space Cowboys,2000,1.368778935
taoofst00teve,The Tao of Steve,2000,8/4/00,August,Friday,31,4342203,5943515.999,6755,6.8,70,8.6,SPC,189,91791,125641.5872,9,12200,The Tao of Steve,2000,The Tao of Steve,2000,1.368778935
ticcode99code,The Tic Code,2000,8/4/00,August,Friday,31,205003,280603.788,384,6.6,64, ,Lions,9,25190,34479.54138,9,12101,The Tic Code,2000,The Tic Code,1999,1.368778935
aimee&j99guar,Aimee & Jaguar,2000,8/11/00,August,Friday,32,927107,1269004.532,5102,7.3,72,7.8,Zeit.,16,42919,58746.62312,7,12211,Aimee & Jaguar,2000,Aimée & Jaguar,1999,1.368778935
autumni00york,Autumn in New York,2000,8/11/00,August,Friday,32,37761915,51687713.8,19930,5.5,24,7.3,MGM,2282,10987006,15038782.37,2255,1121000,Autumn in New York,2000,Autumn in New York,2000,1.368778935
blessth00hild,Bless the Child,2000,8/11/00,August,Friday,32,29381494,40216770.07,12001,5.1,17,1,Par.,2524,9413684,12885252.36,2524,1211000,Bless the Child,2000,Bless the Child,2000,1.368778935
cecilb.00nted,Cecil B. Demented,2000,8/11/00,August,Friday,32,1284646,1758396.384,11296,6.2,57,8.2,Art.,82,127141,174027.9226,9,112100,Cecil B. DeMented,2000,Cecil B. DeMented,2000,1.368778935
mvp:mos00mate,MVP: Most Valuable Primate,2000,8/11/00,August,Friday,32,1248746,1709257.22,1741,3.8,43,8.6,Equin.,205,99518,136218.1421,32,1111100001,MVP: Most Valuable Primate,2000,MVP: Most Valuable Primate,2000,1.368778935
opportu00ists,The Opportunists,2000,8/11/00,August,Friday,32,584054,799440.8122,1011,5.9,71, ,First,31,46967,64287.44025,5,122000,The Opportunists,2000,The Opportunists,2000,1.368778935
replace00ents,The Replacements,2000,8/11/00,August,Friday,32,44737059,61235143.98,47538,6.5,30,8.8,WB,2754,11039214,15110243.58,2754,122100,The Replacements,2000,The Replacements,2000,1.368778935
uneliai99ique,An Affair of Love,2000,8/11/00,August,Friday,32,359050,491460.0767,4671,7.2,67,7.7,FL,19,30281,41447.99494,4,12210,An Affair of Love,2000,Une liaison pornographique,1999,1.368778935
ballado00jack,The Ballad of Ramblin' Jack,2000,8/16/00,August,Wednesday,33,225682,308908.7677,281,7.9,72, ,Lot47,20,6776,9274.846065,1,0.001321,The Ballad of Ramblin' Jack,2000,The Ballad of Ramblin' Jack,2000,1.368778935
cell00cell,The Cell,2000,8/18/00,August,Friday,33,61334059,83952767.97,78897,6.3,40,8.8,NL,2476,17515050,23974231.49,2411,122100,The Cell,2000,The Cell,2000,1.368778935
gojiran99iamu,Godzilla 2000,2000,8/18/00,August,Friday,33,10037390,13738968,5352,6,41,7,Sony,2111,4407720,6033194.288,2111,122101,Godzilla 2000,2000,Gojira ni-sen mireniamu,1999,1.368778935
origina00medy,The Original Kings of Comedy,2000,8/18/00,August,Friday,33,38182790,52263798.64,4658,6.6,76,7,Par.,1082,11053832,15130252.39,847,12101,The Original Kings of Comedy,2000,The Original Kings of Comedy,2000,1.368778935
stealth00ovie,Steal This Movie,2000,8/18/00,August,Friday,33,76424,104607.5613,2036,6.4,36,7.9,Lions, , , , ,122100,Steal This Movie,2000,Steal This Movie,2000,1.368778935
artofwa00fwar,The Art of War,2000,8/25/00,August,Friday,34,30208599,41348893.97,25147,5.7,30,8.2,WB,2630,10410993,14250347.91,2630,221000,The Art of War,2000,The Art of War,2000,1.368778935
bitters00otel,Bittersweet Motel,2000,8/25/00,August,Friday,34,391653,536086.3763,583,8.1,47,8,Villa,16,38454,52635.02517,8,1213,Bittersweet Motel,2000,Bittersweet Motel,2000,1.368778935
bringit00iton,Bring It On,2000,8/25/00,August,Friday,34,68379000,93595734.81,68804,5.9,52,4.9,Uni.,2466,17362105,23764883.59,2380,121100,Bring It On,2000,Bring It On,2000,1.368778935
crew00crew,The Crew,2000,8/25/00,August,Friday,34,13023075,17825710.73,3847,5.6,37, ,BV,1515,4051921,5546184.112,1510,1121000,The Crew,2000,The Crew,2000,1.368778935
goatonf99fish,Smiling Fish & Goat on Fire,2000,8/25/00,August,Friday,34,278492,381193.9832,2630,7.6,44, ,Strat.,15,12994,17785.91348,1,511,Smiling Fish & Goat on Fire,2000,Goat on Fire and Smiling Fish,1999,1.368778935
love&se00&sex,Love & Sex,2000,8/25/00,August,Friday,34,543896,744473.3877,4659,6.3,44,7.9,Lions,76,58116,79547.9566,8,122101,Love & Sex,2000,Love & Sex,2000,1.368778935
solomon99enor,Solomon & Gaenor,2000,8/25/00,August,Friday,34,165485,226512.3821,1002,7,58,8.5,Sony,22,39087,53501.46224,20,12211,Solomon & Gaenor,2000,Solomon and Gaenor,1999,1.368778935
darkday00days,Dark Days,2000,9/1/00,September,Friday,35,309648,421643.5993,5414,7.8,75,8.3,Palm,6,20035,27281.39537,6,2311,Dark Days,2000,Dark Days,2000,1.361686816
highlan00game,Highlander: Endgame,2000,9/1/00,September,Friday,35,12811858,17445738.13,16107,4.6,21,5.2,Mira.,1546,5067331,6900117.817,1543,11110000,Highlander: Endgame,2000,Highlander: Endgame,2000,1.361686816
titanic98town,Titanic Town,2000,9/1/00,September,Friday,35,65793,89589.46071,348,6.6,73, ,Shoot.,16,34785,47366.27591,16,122100,Titanic Town,2000,Titanic Town,1998,1.361686816
whipped00pped,Whipped,2000,9/1/00,September,Friday,35,4159986,5664598.092,3654,4.4,10,6.3,Dest.,1581,2181379,2970355.026,1581,1011110000,Whipped,2000,Whipped,2000,1.361686816
anatomi00omie,Anatomy,2000,9/8/00,September,Friday,36,9660,13153.89465,10134,6.1,33,1.5,Sony,8,5725,7795.657024,8,122100,Anatomy,2000,Anatomie,2000,1.361686816
backsta00tage,Backstage,2000,9/8/00,September,Friday,36,1191835,1622906.007,265,5.6,29,7.8,Mira.,322,496226,675704.4021,322,121001,Backstage,2000,Backstage,2000,1.361686816
nursebe00etty,Nurse Betty,2000,9/8/00,September,Friday,36,25170054,34273730.7,29945,6.3,69,1,USA,1491,7145950,9730545.905,1459,122100,Nurse Betty,2000,Nurse Betty,2000,1.361686816
solas99olas,Solas,2000,9/8/00,September,Friday,36,277596,377998.8135,2801,7.7,75, ,IDP,14,26634,36267.16667,10,1221,Solas,2000,Solas,1999,1.361686816
turnitu00itup,Turn It Up,2000,9/8/00,September,Friday,36,1247949,1699315.701,936,4.4,18,1.8,NL,661,576820,785448.1894,661,1001100001,Turn It Up,2000,Turn It Up,2000,1.361686816
watcher00heri,The Watcher,2000,9/8/00,September,Friday,36,28946615,39416224.02,22023,5.3,22,1.3,Uni.,2777,9062295,12340007.63,2742,1221000,The Watcher,2000,The Watcher,2000,1.361686816
wayofth00egun,The Way of the Gun,2000,9/8/00,September,Friday,36,6055661,8245913.748,27286,6.7,49,2.7,Art.,1565,2150979,2928959.747,1515,12100,The Way of the Gun,2000,The Way of the Gun,2000,1.361686816
paragra00h175,Paragraph 175,2000,9/13/00,September,Wednesday,37,96630,131579.7971,1553,7.9,85,8.3,NYer,2,25007,34051.70222,2,1212,Paragraph 175,2000,Paragraph 175,2000,1.361686816
almostf00mous,Almost Famous,2000,9/15/00,September,Friday,37,32534850,44302276.32,203793,7.9,90,6.8,DW,2262,2314646,3151822.943,131,1211,Almost Famous,2000,Almost Famous,2000,1.361686816
baise-m00-moi,Baise-Moi,2000,9/15/00,September,Friday,37,420224,572213.4807,14389,4.5,35,1,Wins.,5,27838,37906.63759,2,1011111000,Rape Me,2001,Baise-moi,2000,1.361686816
bait00bait,Bait,2000,9/15/00,September,Friday,37,15325127,20868023.39,8892,5.8,39,1,WB,2352,5485591,7469656.945,2352,221000,Bait,2000,Bait,2000,1.361686816
duets00uets,Duets,2000,9/15/00,September,Friday,37,4739023,6453065.141,8120,6,40,8.6,BV,583,2002588,2726897.678,581,122100,Duets,2000,Duets,2000,1.361686816
goyaenb99deos,Goya in Bordeaux,2000,9/15/00,September,Friday,37,635361,865162.6973,1397,6.7,61, ,Sony,22,47962,65309.22309,5,112100,Goya in Bordeaux,2000,Goya en Burdeos,1999,1.361686816
intothe00port,Into the Arms of Strangers,2000,9/15/00,September,Friday,37,382807,521263.2451,1350,7.9,79,7.4,WB,18,32037,43624.36054,5,2212,Into the Arms of Strangers: Stories of the Kindertransport,2000,Into the Arms of Strangers: Stories of the Kindertransport,2000,1.361686816
legoutd00tres,The Taste of Others,2000,9/15/00,September,Friday,37,891369,1213765.416,7714,7.3,78,7.1,Mira.,14,45140,61466.54289,14,12210,The Taste of Others,2001,Le goût des autres,2000,1.361686816
pieceof00eden,A Piece of Eden,2000,9/15/00,September,Friday,37,7296,9934.867012,84,7,43, ,FAc, , , , ,1010102,A Piece of Eden,2000,A Piece of Eden,2000,1.361686816
urbania00ania,Urbania,2000,9/15/00,September,Friday,37,1032075,1405362.921,2730,7,73,8.2,Lions,43,72129,98217.10838,10,11211,Urbania,2000,Urbania,2000,1.361686816
danceri00dark,Dancer in the Dark,2000,9/22/00,September,Friday,38,4184036,5697346.66,78005,8,61,8.8,FL,126,91612,124746.8526,3,1222,Dancer in the Dark,2000,Dancer in the Dark,2000,1.361686816
fantast95icks,The Fantasticks,2000,9/22/00,September,Friday,38,49666,67629.53742,975,5.8,48,6.8,MGM,6,24176,32920.14047,6,111002,The Fantasticks,2000,The Fantasticks,1995,1.361686816
leftlug98gage,Left Luggage,2000,9/22/00,September,Friday,38,1069540,1456378.518,2534,7.4,51,6.6,Castle,7,20011,27248.71488,7,2211,Left Luggage,2000,Left Luggage,1998,1.361686816
placeve98dome,Place Vendome,2000,9/22/00,September,Friday,38,895788,1219782.71,1756,6.5,74, ,Emp.,15,56540,76989.7726,12,122200,Place Vendôme,2000,Place Vendôme,1998,1.361686816
princeo00park,The Prince of Central Park,2000,9/22/00,September,Friday,38,7838,10672.90127,464,5.2,22,7.6,Key.,4,5810,7911.400403,4,111101,Prince of Central Park,2000,Prince of Central Park,2000,1.361686816
special00ials,The Specials,2000,9/22/00,September,Friday,38,13276,18077.75417,1929,6,38,8.2,Reg.,2, , , ,111101,The Specials,2000,The Specials,2000,1.361686816
undersu00cion,Under Suspicion,2000,9/22/00,September,Friday,38,260562,354803.8402,17986,6.5,43,3,Lions,19,109863,149598.9987,19,123100,Under Suspicion,2000,Under Suspicion,2000,1.361686816
urbanle00lcut,Urban Legends: Final Cut,2000,9/22/00,September,Friday,38,21468807,29233791.45,12906,4.1,16,2.1,Sony,2539,8505513,11581844.92,2539,1111110000,Urban Legends: Final Cut,2000,Urban Legends: Final Cut,2000,1.361686816
womanon00ntop,Woman on Top,2000,9/22/00,September,Friday,38,5020111,6835818.965,8395,5.3,41,8.2,FoxS,1086,2008191,2734527.209,1085,1221000,Woman on Top,2000,Woman on Top,2000,1.361686816
beautif00iful,Beautiful,2000,9/29/00,September,Friday,39,3157348,4299319.146,3243,5.4,23,5.3,Dest.,646,1409433,1919206.335,646,111001,Beautiful,2000,Beautiful,2000,1.361686816
bestins00show,Best in Show,2000,9/29/00,September,Friday,39,18715392,25484502.55,45203,7.5,78,7.6,WB,497,413436,562970.3506,13,2211,Best in Show,2000,Best in Show,2000,1.361686816
brokenh00medy,The Broken Hearts Club,2000,9/29/00,September,Friday,39,1746585,2378301.768,6007,7,51,7.5,SPC,62,109694,149368.8736,7,12211,The Broken Hearts Club: A Romantic Comedy,2000,The Broken Hearts Club: A Romantic Comedy,2000,1.361686816
cleopat98band,Cleopatra's Second Husband,2000,9/29/00,September,Friday,39,175058,238374.1707,196,4.5,43, ,Indic.,1,7116,9689.763385,1,1000111001,Cleopatra's Second Husband,2000,Cleopatra's Second Husband,1998,1.361686816
girlfig00ight,Girlfight,2000,9/29/00,September,Friday,39,1565852,2132200.025,8106,6.8,70,8,SGem,253,197896,269472.3742,28,12200,Girlfight,2000,Girlfight,2000,1.361686816
labuche99uche,La Buche,2000,9/29/00,September,Friday,39,238754,325108.1742,1427,6.4,66, ,Emp.,4,22905,31189.43653,1,122100,La bûche,2000,La bûche,1999,1.361686816
remembe00tans,Remember the Titans,2000,9/29/00,September,Friday,39,115654751,157485549.7,158192,7.8,48,8.7,BV,2803,20905831,28467194.46,1865,2311,Remember the Titans,2000,Remember the Titans,2000,1.361686816
bambooz00zled,Bamboozled,2000,10/6/00,October,Friday,40,2274979,3092467.862,8642,6.5,50,7.4,NL,243,190720,259253.1494,17,11111,Bamboozled,2000,Bamboozled,2000,1.35933908
bootmen00tmen,Bootmen,2000,10/6/00,October,Friday,40,31288,42531.00115,1940,6.2,45,7.7,FoxS,11, , , ,122100,Bootmen,2000,Bootmen,2000,1.35933908
cyberwo00orld,Cyberworld 3-D [IMAX],2000,10/6/00,October,Friday,40,11253900,15297866.08,362,6.6,55,8.4,Imax,38,278199,378166.7728,21,111111,CyberWorld,2000,CyberWorld,2000,1.35933908
digimon00ovie,Digimon: The Movie,2000,10/6/00,October,Friday,40,9631153,13092002.66,5049,5.9,20,6.7,Fox,1825,4233304,5754495.567,1823,111002,Digimon: Digital Monsters,2000,Digimon: The Movie,2000,1.35933908
getcart00rter,Get Carter,2000,10/6/00,October,Friday,40,14967182,20345475.42,26923,5.1,24,5.2,WB,2315,6637830,9023061.728,2315,1211000,Get Carter,2000,Get Carter,2000,1.35933908
gohatto99atto,Taboo [Gohatto],2000,10/6/00,October,Friday,40,114425,155542.3743,6001,6.9,75,8.1,NYer,3,9947,13521.34583,2,12210,Taboo,2000,Gohatto,1999,1.35933908
meetthe00ents,Meet the Parents,2000,10/6/00,October,Friday,40,166244045,225982027.3,256772,7,73,8.8,Uni.,2697,28623300,38908770.3,2614,13200,Meet the Parents,2000,Meet the Parents,2000,1.35933908
requiem00ream,Requiem for a Dream,2000,10/6/00,October,Friday,40,3635482,4941852.759,561059,8.4,68,8.8,Art.,93,64770,88044.39224,2,1222,Requiem for a Dream,2000,Requiem for a Dream,2000,1.35933908
tigerla00land,Tigerland,2000,10/6/00,October,Friday,40,139692,189888.7948,33135,7,55,6.9,Fox,5,26715,36314.74353,5,13200,Tigerland,2000,Tigerland,2000,1.35933908
twofami00ouse,Two Family House,2000,10/6/00,October,Friday,40,1015122,1379895.006,1403,7.3,79, ,Lions,65,137853,187388.9703,65,12211,Two Family House,2000,Two Family House,2000,1.35933908
yiyi00yiyi,Yi Yi [A One and a Two],2000,10/6/00,October,Friday,40,1136776,1545264.043,12407,8.1,92,8.4,Wins.,15,20117,27345.82428,4,1222,Yi Yi,2000,Yi yi,2000,1.35933908
billyel00liot,Billy Elliot,2000,10/13/00,October,Friday,41,21995263,29899020.58,96915,7.7,74,7.3,Focus,510,215681,293183.6122,10,2311,Billy Elliot,2000,Billy Elliot,2000,1.35933908
contend00nder,The Contender,2000,10/13/00,October,Friday,41,17872723,24295090.85,20310,7,59,7.1,DW,1639,5363900,7291358.894,1516,12210,The Contender,2000,The Contender,2000,1.35933908
dr.tand00omen,Dr. T and the Women,2000,10/13/00,October,Friday,41,13113041,17825069.09,15452,4.6,64,7.7,Art.,1489,5012867,6814186.018,1489,1011210000,Dr T and the Women,2000,Dr. T and the Women,2000,1.35933908
ladiesm00sman,The Ladies Man,2000,10/13/00,October,Friday,41,13616610,18509590.12,10673,5.1,22,5.3,Par.,2043,5426390,7376303.993,2022,1111000,The Ladies Man,2000,The Ladies Man,2000,1.35933908
lostsou00ouls,Lost Souls,2000,10/13/00,October,Friday,41,16815253,22857630.55,9269,4.8,16,1,NL,1970,7954766,10813224.3,1970,11211000,Lost Souls,2000,Lost Souls,2000,1.35933908
ratcatc99cher,Ratcatcher,2000,10/13/00,October,Friday,41,217244,295308.2592,5819,7.5,76,8.4,First,2,10762,14629.20718,2,12211,Ratcatcher,2000,Ratcatcher,1999,1.35933908
animalf00tory,Animal Factory,2000,10/20/00,October,Friday,42,43805,59545.84842,10551,6.6,65,7.4,Silv.,3,5746,7810.762356,1,23100,Animal Factory,2000,Animal Factory,2000,1.35933908
bedazzl00zled,Bedazzled [2000],2000,10/20/00,October,Friday,42,37886980,51501252.55,80801,6,49,7.9,Fox,2571,13106526,17816213,2568,122100,Bedazzled,2000,Bedazzled,2000,1.35933908
