key,bechdel-rating,imdb-id,imdb-url,title,metatitle,metayear,imdbtitle,imdbyear,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,nGenres,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,boxofficemojo_url,metacritic_url,meta_retrieved,cpimultiplier,sourcedataset
meeting12evil,#N/A,,,Meeting Evil,Meeting Evil,2012,Meeting Evil,2012,2012,May,4,5/4/2012,Friday,18,525,551.5384113,10283,5.3,,,Magn.,1,R,-1,USA,English,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,181,190.1494332,1,1221000,http://www.boxofficemojo.com/movies/?id=meetingevil.htm,http://www.metacritic.com/movie/meeting evil,6/14/2017,1.050549355,Metacritic
meetmei14egro,#N/A,,,Meet Me in Montenegro,Meet Me in Montenegro,2015,Meet Me in Montenegro,2014,2015,July,10,7/10/2015,Friday,28,8612,8712.246114,225,6,51,436,Orch.,10,,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5010,5068.317816,10,1000011003,http://www.boxofficemojo.com/movies/?id=meetmeinmontenegro.htm,http://www.metacritic.com/movie/meet me in montenegro,5/9/2017,1.011640283,Metacritic
meetmon10lour,#N/A,,,Meet Monica Velour,Meet Monica Velour,2011,Meet Monica Velour,2010,2011,April,8,4/8/2011,Friday,14,33042,35469.91251,1879,5.8,51,,Anch.,4,R,5000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7438,7984.541168,2,121000,http://www.boxofficemojo.com/movies/?id=meetmonicavelour.htm,http://www.metacritic.com/movie/meet monica velour,6/14/2017,1.073479587,Metacritic
meetthe00ents,2,212338,http://www.imdb.com/title/tt212338/,Meet the Parents,Meet the Parents,2000,Meet the Parents,2000,2000,October,6,10/6/2000,Friday,40,166244045,230670300.4,270430,7,73,69,Uni.,2697,PG-13,55000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28623300,39715980.26,2614,13200,http://www.boxofficemojo.com/movies/?id=meettheparents.htm,http://www.metacritic.com/movie/meet the parents,5/9/2017,1.38754023,Metacritic
meetthe04kers,3,290002,http://www.imdb.com/title/tt290002/,Meet the Fockers,Meet the Fockers,2004,Meet the Fockers,2004,2004,December,22,12/22/2004,Wednesday,51,279261160,354296271.1,219615,6.3,41,383,Uni.,3554,PG-13,80000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,46120980,58513297.13,3518,122100,http://www.boxofficemojo.com/movies/?id=meetthefockers.htm,http://www.metacritic.com/movie/meet the fockers,5/9/2017,1.26869154,Metacritic
meetthe07sons,1,396555,http://www.imdb.com/title/tt396555/,Meet the Robinsons,Meet the Robinsons,2007,Meet the Robinsons,2007,2007,March,30,3/30/2007,Friday,13,97822171,115009361.4,70791,6.9,61,217,BV,3435,,150000000,USA,English,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,25123781,29537986.94,3413,12101,http://www.boxofficemojo.com/movies/?id=meettherobinsons.htm,http://www.metacritic.com/movie/meet the robinsons,5/9/2017,1.175698313,Metacritic
meetthe08owns,#N/A,,,Tyler Perry's Meet the Browns,Meet the Browns,2008,Meet the Browns,2008,2008,March,21,3/21/2008,Friday,12,41975388,47460763.35,5838,4.1,45,328,LGF,2016,PG-13,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20082809,22707245.62,2006,3000000001,http://www.boxofficemojo.com/movies/?id=tylerperrysmeetthebrowns.htm,http://www.metacritic.com/movie/meet the browns,5/9/2017,1.130680754,Metacritic
meetthe08tans,#N/A,,,Meet the Spartans,Meet the Spartans,2008,Meet the Spartans,2008,2008,January,25,1/25/2008,Friday,4,38233676,43731442.41,91424,2.7,9,425,Fox,2643,PG-13,30000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18505530,21166510.89,2605,4110000000,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,http://www.metacritic.com/movie/meet the spartans,5/9/2017,1.143793822,Metacritic
meetthe14mons,#N/A,,,Meet the Mormons,Meet the Mormons,2014,Meet the Mormons,2014,2014,October,10,10/10/2014,Friday,41,6047363,6149216.595,1767,7,29,,Purd.,333,PG,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509808,2552079.808,317,1000000015,http://www.boxofficemojo.com/movies/?id=meetthemormons.htm,http://www.metacritic.com/movie/meet the mormons,6/14/2017,1.016842646,Metacritic
meetthe14tels,#N/A,,,Meet the Patels,Meet the Patels,2015,Meet the Patels,2014,2015,September,11,9/11/2015,Friday,37,1700681,1725603.88,2453,7.2,70,190,Alc,101,PG,-1,USA,English,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72180,73237.77243,5,13210,http://www.boxofficemojo.com/movies/?id=meetthepatels.htm,http://www.metacritic.com/movie/meet the patels,5/9/2017,1.014654647,Metacritic
meetthe16acks,#N/A,,,Meet the Blacks,Meet the Blacks,2016,Meet the Blacks,2016,2016,April,1,4/1/2016,Friday,14,9097072,9179616.766,9273,4.9,26,,Free,1015,R,900000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4055940,4092742.679,1015,222,http://www.boxofficemojo.com/movies/?id=meettheblacks.htm,http://www.metacritic.com/movie/meet the blacks,6/14/2017,1.009073773,Metacritic
megamin10mind,0,1001526,http://www.imdb.com/title/tt1001526/,Megamind,Megamind,2010,Megamind,2010,2010,November,5,11/5/2010,Friday,45,148415853,163765287.6,183299,7.3,63,177,P/DW,3949,PG,130000000,USA,English,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,46016833,50775976.68,3944,13210,http://www.boxofficemojo.com/movies/?id=megamind.htm,http://www.metacritic.com/movie/megamind,5/9/2017,1.1034218,Metacritic
megiddo01ode2,#N/A,,,Megiddo: The Omega Code II,Megiddo: The Omega Code II,2001,Megiddo: The Omega Code 2,2001,2001,September,21,9/21/2001,Friday,38,6047691,8189041.691,2303,4.1,35,,8X,353,PG-13,22000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1573454,2130578.498,314,2001100001,http://www.boxofficemojo.com/movies/?id=megiddotheomegacodeii.htm,http://www.metacritic.com/movie/megiddo-the-omega-code-2,6/14/2017,1.354077398,Metacritic
meigong16dong,#N/A,,,Operation Mekong,Operation Mekong,2016,Mei Gong he xing dong,2016,2016,September,30,9/30/2016,Friday,40,800012,800025.2547,1847,6.8,,,WGUSA,29,,-1,China,Mandarin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,85082,85083.40965,25,12201,http://www.boxofficemojo.com/movies/?id=operationmekong.htm,http://www.metacritic.com/movie/operation mekong,6/14/2017,1.000016568,Metacritic
meireny05ijiu,#N/A,,,Beauty Remains,Beauty Remains,2007,Mei ren yi jiu,2005,2007,September,21,9/21/2007,Friday,38,4298,4977.095957,74,5.2,49,323,Emr.,2,,-1,China,Mandarin,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,3761.193036,2,101012000,http://www.boxofficemojo.com/movies/?id=beautyremains.htm,http://www.metacritic.com/movie/beauty remains,5/9/2017,1.158002782,Metacritic
meireny16enyu,#N/A,,,The Mermaid (Mei ren yu),The Mermaid,2016,Mei ren yu,2016,2016,February,19,2/19/2016,Friday,8,3232685,3291595.94,5136,6.3,69,216,Sony,106,R,60720000,China,Mandarin,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,985052,1003003.127,35,122100,http://www.boxofficemojo.com/movies/?id=themermaid(meirenyu).htm,http://www.metacritic.com/movie/the mermaid,5/9/2017,1.018223532,Metacritic
mekongh12otel,#N/A,,,Mekong Hotel,Mekong Hotel,2016,Mekong Hotel,2012,2016,March,4,3/4/2016,Friday,10,2502,2536.672367,442,6,57,,Strand,3,,-1,Thailand,Thai,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1012.844002,1,121100,http://www.boxofficemojo.com/movies/?id=mekonghotel.htm,http://www.metacritic.com/movie/mekong hotel,6/14/2017,1.01385786,Metacritic
melanch04etta,#N/A,,,The 3 Rooms of Melancholia,Melancholian 3 huonetta,2005,Melancholian 3 huonetta,2004,2005,July,29,7/29/2005,Friday,30,19317,23867.66604,540,7.3,67,149,Icar.,2,,622632,Finland,Russian,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,6208.780962,1,11211,http://www.boxofficemojo.com/movies/?id=the3roomsofmelancholia.htm,http://www.metacritic.com/movie/melancholian 3 huonetta,5/9/2017,1.235578301,Metacritic
melanch11olia,3,1527186,http://www.imdb.com/title/tt1527186/,Melancholia,Melancholia,2011,Melancholia,2011,2011,November,11,11/11/2011,Friday,45,3030848,3234512.197,136722,7.1,80,37,Magn.,145,R,7400000,Denmark,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257174,274455.3471,19,12211,http://www.boxofficemojo.com/movies/?id=melancholia.htm,http://www.metacritic.com/movie/melancholia,5/9/2017,1.0671971,Metacritic
melinda04inda,#N/A,,,Melinda and Melinda,Melinda and Melinda,2005,Melinda and Melinda,2004,2005,March,18,3/18/2005,Friday,11,3826280,4779029.658,28045,6.5,54,324,FoxS,302,PG-13,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74238,92723.37722,1,123100,http://www.boxofficemojo.com/movies/?id=melindaandmelinda.htm,http://www.metacritic.com/movie/melinda and melinda,5/9/2017,1.249001552,Metacritic
mememen13rage,#N/A,,,Jellyfish Eyes,Jellyfish Eyes,2015,Mememe no kurage,2013,2015,July,15,7/15/2015,Wednesday,28,8176,8271.17095,255,4.8,34,,Jan.,1,,-1,Japan,Japanese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1927,1949.430825,1,1011111001,http://www.boxofficemojo.com/movies/?id=jellyfisheyes.htm,http://www.metacritic.com/movie/jellyfish eyes,6/14/2017,1.011640283,Metacritic
memento00ento,1,209144,http://www.imdb.com/title/tt209144/,Memento,Memento,2001,Memento,2000,2001,March,16,3/16/2001,Friday,11,25544867,35001976.9,900487,8.5,80,28,NM,531,R,9000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,235488,322669.3463,11,1232,http://www.boxofficemojo.com/movies/?id=memento.htm,http://www.metacritic.com/movie/memento,5/9/2017,1.370215664,Metacritic
memoirs05isha,3,397535,http://www.imdb.com/title/tt397535/,Memoirs of a Geisha,Memoirs of a Geisha,2005,Memoirs of a Geisha,2005,2005,December,9,12/9/2005,Friday,49,57490508,70528700.85,122987,7.4,54,323,Sony,1654,PG-13,85000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,682504,837288.1389,8,12211,http://www.boxofficemojo.com/movies/?id=memoirsofageisha.htm,http://www.metacritic.com/movie/memoirs of a geisha,5/9/2017,1.226788618,Metacritic
memoria15riai,#N/A,,,Memoria,Memoria,2016,Memoria,2015,2016,April,8,4/8/2016,Friday,15,2242,2262.343399,283,5,,,Mont.,6,R,-1,USA,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47.42646733,1,1001211000,http://www.boxofficemojo.com/movies/?id=memoria.htm,http://www.metacritic.com/movie/memoria,6/14/2017,1.009073773,Metacritic
memorie05rrow,#N/A,,,Memories of Tomorrow,Memories of Tomorrow,2007,Memories of Tomorrow,2005,2007,May,18,5/18/2007,Friday,20,140200,162774.3649,85,5.8,68,144,Elev.,3,,10915,New Zealand,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1524,1769.387533,1,1011000011,http://www.boxofficemojo.com/movies/?id=memoriesoftomorrow.htm,http://www.metacritic.com/movie/memories of tomorrow,5/9/2017,1.161015441,Metacritic
memoryi06ryii,#N/A,,,Memory,Memory,2007,Memory,2006,2007,March,23,3/23/2007,Friday,12,,,1513,5.2,26,,Aloha,,R,3500000,Canada,English,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,1211000,http://www.boxofficemojo.com/movies/?id=memory.htm,http://www.metacritic.com/movie/memory,6/14/2017,1.175698313,Metacritic
memphis13hisi,#N/A,,,Memphis,Memphis,2014,Memphis,2013,2014,September,5,9/5/2014,Friday,36,21286,21590.13554,270,5.5,65,235,KL,5,,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1111000,http://www.boxofficemojo.com/movies/?id=memphis.htm,http://www.metacritic.com/movie/memphis,5/9/2017,1.014288055,Metacritic
memysel99elfi,#N/A,,,Me Myself I,Me Myself I,2000,Me Myself I,1999,2000,April,7,4/7/2000,Friday,14,369975,521446.6095,2399,6.5,46,235,SPC,59,R,-1,France,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28030,39505.77326,9,112100,http://www.boxofficemojo.com/movies/?id=memyselfi.htm,http://www.metacritic.com/movie/me myself i,5/9/2017,1.409410391,Metacritic
"men,wom14dren",#N/A,,,"Men, Women & Children","Men, Women & Children",2014,"Men, Women & Children",2014,2014,October,1,10/1/2014,Wednesday,40,705908,717797.3586,24584,6.7,38,546,Par.,608,R,16000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48024,48832.85124,17,12100,http://www.boxofficemojo.com/movies/?id=menwomen&children.htm,"http://www.metacritic.com/movie/men, women & children",5/9/2017,1.016842646,Metacritic
menatlu12unch,#N/A,,,Men at Lunch,Men at Lunch,2013,Men at Lunch,2012,2013,September,20,9/20/2013,Friday,38,2483,2560.231545,294,6.3,53,,FRun,1,,-1,Ireland,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,1577.589313,1,122100,http://www.boxofficemojo.com/movies/?id=menatlunch.htm,http://www.metacritic.com/movie/men at lunch,6/14/2017,1.031104126,Metacritic
mendy03endy,#N/A,,,Mendy - A Question of Faith,Mendy - A Question of Faith,2006,Mendy,2003,2006,May,12,5/12/2006,Friday,19,7123,8492.445116,111,6.1,59,,Andes,2,,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787,3322.819674,2,11012,http://www.boxofficemojo.com/movies/?id=mendy-aquestionoffaith.htm,http://www.metacritic.com/movie/mendy,6/14/2017,1.19225679,Metacritic
mengoto15ttle,#N/A,,,Men Go To Battle,Men Go to Battle,2016,Men Go to Battle,2015,2016,July,8,7/8/2016,Friday,28,18006,18066.16267,174,5.5,72,182,FM,3,,-1,USA,English,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2087,2093.973203,1,1001111101,http://www.boxofficemojo.com/movies/?id=mengotobattle.htm,http://www.metacritic.com/movie/men go to battle,5/9/2017,1.003341257,Metacritic
mengyin04nian,#N/A,,,Electric Shadows,Electric Shadows,2005,Meng ying tong nian,2004,2005,December,16,12/16/2005,Friday,50,7129,8745.776057,906,7.6,70,119,FRun,2,,-1,China,Mandarin,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,961.8022764,1,1311,http://www.boxofficemojo.com/movies/?id=electricshadows.htm,http://www.metacritic.com/movie/electric shadows,5/9/2017,1.226788618,Metacritic
meninbl02ckii,1,120912,http://www.imdb.com/title/tt120912/,Men in Black II,Men in Black II,2002,Men in Black II,2002,2002,July,3,7/3/2002,Wednesday,27,190418803,255264810.9,279300,6.1,49,281,Sony,3641,PG-13,140000000,USA,English,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,52148751,69907702.67,3557,132000,http://www.boxofficemojo.com/movies/?id=meninblackii.htm,http://www.metacritic.com/movie/men in black ii,5/9/2017,1.340544142,Metacritic
meninbl12ack3,1,1409024,http://www.imdb.com/title/tt1409024/,MIB 3,Men in Black III,2012,Men in Black 3,2012,2012,May,25,5/25/2012,Friday,21,179020854,188070242.7,277702,6.8,58,294,Sony,4248,PG-13,225000000,USA,English,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,54592779,57352408.76,4248,23100,http://www.boxofficemojo.com/movies/?id=mib3.htm,http://www.metacritic.com/movie/men in black iii,5/9/2017,1.050549355,Metacritic
menofho00onor,#N/A,,,Men of Honor,Men of Honor,2000,Men of Honor,2000,2000,November,10,11/10/2000,Friday,45,48818921,67699309.22,93074,7.2,56,176,Fox,2188,R,32000000,USA,English,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13339465,18498413.06,2092,13210,http://www.boxofficemojo.com/movies/?id=menofhonor.htm,http://www.metacritic.com/movie/men of honor,5/9/2017,1.386743251,Metacritic
mental12ntal,3,1655416,http://www.imdb.com/title/tt1655416/,Mental,Mental,2013,Mental,2012,2013,March,29,3/29/2013,Friday,13,17669,18326.27499,4302,6.2,42,493,Da.,12,,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9804,10168.70225,12,111101,http://www.boxofficemojo.com/movies/?id=mental.htm,http://www.metacritic.com/movie/mental,5/9/2017,1.037199332,Metacritic
menudeg13acio,#N/A,,,Tasting Menu,Tasting Menu,2014,Menú degustació,2013,2014,April,18,4/18/2014,Friday,16,18686,19029.65492,415,5.7,29,615,Magn.,5,PG-13,2999833,Spain,Catalan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6010,6120.530134,5,121100,http://www.boxofficemojo.com/movies/?id=tastingmenu.htm,http://www.metacritic.com/movie/tasting menu,5/9/2017,1.018391037,Metacritic
menwhos09oats,0,1234548,http://www.imdb.com/title/tt1234548/,The Men Who Stare at Goats,The Men Who Stare at Goats,2009,The Men Who Stare at Goats,2009,2009,November,6,11/6/2009,Friday,45,32428195,36191022.86,112881,6.2,54,230,Over.,2453,R,25000000,USA,English,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12706654,14181079.32,2443,122100,http://www.boxofficemojo.com/movies/?id=themenwhostareatgoats.htm,http://www.metacritic.com/movie/the men who stare at goats,5/9/2017,1.116035686,Metacritic
mercede13rica,#N/A,,,Mercedes Sosa: The Voice of Latin America,Mercedes Sosa: The Voice of Latin America,2014,Mercedes Sosa: La voz de Latinoamérica,2013,2014,January,24,1/24/2014,Friday,4,2648,2733.083397,93,7.4,50,,FRun,1,,-1,Argentina,Spanish,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,1460.465637,1,0.0002211,http://www.boxofficemojo.com/movies/?id=mercedessosathevoiceoflatinamerica.htm,http://www.metacritic.com/movie/mercedes sosa: the voice of latin america,6/14/2017,1.032131192,Metacritic
merchan04nice,#N/A,,,William Shakespeare's The Merchant of Venice,The Merchant of Venice,2004,The Merchant of Venice,2004,2004,December,29,12/29/2004,Wednesday,52,3765585,4777365.831,30724,7.1,63,172,SPC,107,R,18000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69868,88640.94049,4,13200,http://www.boxofficemojo.com/movies/?id=williamshakespearesthemerchantofvenice.htm,http://www.metacritic.com/movie/the merchant of venice,5/9/2017,1.26869154,Metacritic
merchan14oubt,#N/A,,,Merchants of Doubt,Merchants of Doubt,2015,Merchants of Doubt,2014,2015,March,6,3/6/2015,Friday,10,308156,315089.9309,2835,7.7,70,192,SPC,30,PG-13,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20300,20756.77773,4,2211,http://www.boxofficemojo.com/movies/?id=merchantsofdoubt.htm,http://www.metacritic.com/movie/merchants of doubt,5/9/2017,1.022501366,Metacritic
mercido02rrey,#N/A,,,Merci Docteur Rey,Merci Docteur Rey,2004,Merci Docteur Rey,2002,2004,September,17,9/17/2004,Friday,38,19867,25258.18612,422,6.6,22,469,Reg.,5,R,-1,France,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5184,6590.750332,2,11112,http://www.boxofficemojo.com/movies/?id=mercidocteurrey.htm,http://www.metacritic.com/movie/merci docteur rey,5/9/2017,1.271363876,Metacritic
mercipo00olat,#N/A,,,Merci Pour le Chocolat,Merci pour le Chocolat,2002,Merci pour le chocolat,2000,2002,July,31,7/31/2002,Wednesday,31,443238,594180.1045,4017,6.7,82,26,Emp.,8,,-1,France,French,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14868,19931.21031,1,13100,http://www.boxofficemojo.com/movies/?id=mercipourlechocolat.htm,http://www.metacritic.com/movie/merci pour le chocolat,5/9/2017,1.340544142,Metacritic
mercyi09rcyi,#N/A,,,Mercy (2010),Mercy,2010,Mercy,2009,2010,April,30,4/30/2010,Friday,18,6780,7508.446716,1120,6.2,46,327,IFC,2,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1776,1966.814361,1,111101,http://www.boxofficemojo.com/movies/?id=mercy(2010).htm,http://www.metacritic.com/movie/mercy,5/9/2017,1.107440519,Metacritic
mercyst00eets,#N/A,,,Mercy Streets,Mercy Streets,2000,Mercy Streets,2000,2000,October,31,10/31/2000,Tuesday,44,173599,240875.5964,459,5.4,28,,Prov.,173,PG-13,600000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,79607,110457.9151,173,111101,http://www.boxofficemojo.com/movies/?id=mercystreets.htm,http://www.metacritic.com/movie/mercy streets,6/14/2017,1.38754023,Metacritic
merebro11lhan,#N/A,,,Mere Brother Ki Dulhan,Mere Brother Ki Dulhan,2011,Mere Brother Ki Dulhan,2011,2011,September,9,9/9/2011,Friday,36,496172,527975.3461,7435,5.9,,,Yash,74,,-1,India,Hindi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,403017,428849.3508,74,121001,http://www.boxofficemojo.com/movies/?id=merebrotherkidulhan.htm,http://www.metacritic.com/movie/mere brother ki dulhan,6/14/2017,1.064097422,Metacritic
merelle12mann,#N/A,,,The Almost Man,The Almost Man,2014,Mer eller mindre mann,2012,2014,August,1,8/1/2014,Friday,31,,,386,5.9,64,252,BWP,,,-1,Norway,Norwegian,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,122100,http://www.boxofficemojo.com/movies/?id=thealmostman.htm,http://www.metacritic.com/movie/the almost man,5/9/2017,1.015051376,Metacritic
merryge08eman,#N/A,,,The Merry Gentleman,The Merry Gentleman,2009,The Merry Gentleman,2008,2009,May,1,5/1/2009,Friday,18,347977,392847.4444,2304,6.6,55,222,Gold.,33,R,5000000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74981,84649.54358,24,112100,http://www.boxofficemojo.com/movies/?id=themerrygentleman.htm,http://www.metacritic.com/movie/the merry gentleman,5/9/2017,1.128946581,Metacritic
meru15meru,#N/A,,,Meru,Meru,2015,Meru,2015,2015,August,14,8/14/2015,Friday,33,2334228,2364748.21,7450,7.7,77,90,MBox,176,R,-1,USA,English,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,91279,92472.47993,7,2311,http://www.boxofficemojo.com/movies/?id=meru.htm,http://www.metacritic.com/movie/meru,5/9/2017,1.013075077,Metacritic
meskada10kada,#N/A,,,Meskada,Meskada,2010,Meskada,2010,2010,December,3,12/3/2010,Friday,49,,,986,5.3,,,RF,1,R,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,1,1221001,http://www.boxofficemojo.com/movies/?id=meskada.htm,http://www.metacritic.com/movie/meskada,6/14/2017,1.101528887,Metacritic
mesmeri02rist,#N/A,,,The Mesmerist,The Mesmerist,2002,The Mesmerist,2002,2002,September,20,9/20/2002,Friday,38,11422,15235.55969,207,5.4,,,7Art,1,,-1,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11422,15235.55969,1,1110002,http://www.boxofficemojo.com/movies/?id=themesmerist.htm,http://www.metacritic.com/movie/the mesmerist,6/14/2017,1.333878453,Metacritic
messeng07gers,3,425430,http://www.imdb.com/title/tt425430/,The Messengers,The Messengers,2007,The Messengers,2007,2007,February,2,2/2/2007,Friday,5,35374833,41968838.57,34612,5.4,34,424,SGem,2529,PG-13,16000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14713321,17455940.89,2528,1221000,http://www.boxofficemojo.com/movies/?id=themessengers.htm,http://www.metacritic.com/movie/the messengers,5/9/2017,1.186403864,Metacritic
messeng09geri,1,790712,http://www.imdb.com/title/tt790712/,The Messenger,The Messenger,2009,The Messenger,2009,2009,November,13,11/13/2009,Friday,46,1109660,1238420.16,30501,7.2,77,56,Osci.,50,R,6500000,USA,English,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44523,49689.25686,4,13200,http://www.boxofficemojo.com/movies/?id=themessenger.htm,http://www.metacritic.com/movie/the messenger,5/9/2017,1.116035686,Metacritic
messeng15riii,#N/A,,,The Messenger (2015),The Messenger (2015),2015,The Messenger,2015,2015,December,4,12/4/2015,Friday,49,67816,69222.92575,66,7.9,76,,KL,9,,-1,Canada,English,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,...0.11212,http://www.boxofficemojo.com/movies/?id=themessenger(2015).htm,http://www.metacritic.com/movie/the-messenger-2015,6/14/2017,1.020746221,Metacritic
metalli04ster,#N/A,,,Metallica: Some Kind of Monster,Metallica: Some Kind of Monster,2004,Metallica: Some Kind of Monster,2004,2004,July,9,7/9/2004,Friday,28,1222708,1558610.548,14382,7.5,74,81,IFC,147,,-1,USA,English,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46359,59094.75231,3,2211,http://www.boxofficemojo.com/movies/?id=metallicasomekindofmonster.htm,http://www.metacritic.com/movie/metallica: some kind of monster,5/9/2017,1.274720169,Metacritic
